OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,1stFlrSF,BsmtFinSF1,GarageCars,FullBath,GarageArea,LotArea,MasVnrArea,YearBuilt,YearRemodAdd,GarageYrBlt,BsmtUnfSF,BsmtQual,LotFrontage,OpenPorchSF,OverallCond,GarageType,WoodDeckSF,TotRmsAbvGrd,MSSubClass,MoSold,BsmtExposure,LotShape,MSZoning,BedroomAbvGr,MasVnrType,ExterQual,HalfBath,FireplaceQu,KitchenQual,Condition1,BldgType,SaleCondition,Street,PavedDrive,SaleType,SalePrice
7,1922.0,0.0,1427.0,495.0,0.0,2,3,672.0,7301.0,500.0,2003,2003,2003.0,0.0,None,64.0,0.0,5,BuiltIn,0.0,7,85,7,None,Reg,RL,4,BrkFace,Gd,0,Ex,Gd,Norm,1Fam,Normal,Pave,Y,ConLD,198500.0
6,987.0,483.0,504.0,483.0,162.0,1,1,264.0,1680.0,510.0,1972,2007,1972.0,321.0,TA,21.0,0.0,8,Detchd,250.0,5,160,5,No,Reg,RM,2,BrkFace,TA,1,None,Gd,Norm,Twnhs,Normal,Pave,Y,WD,118000.0
6,1574.0,796.0,784.0,790.0,712.0,2,2,566.0,18800.0,120.0,1976,1976,1976.0,84.0,Gd,137.11309200802089,111.0,5,Attchd,306.0,6,60,7,Mn,IR1,RL,3,BrkFace,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,190000.0
5,1344.0,672.0,672.0,672.0,456.0,1,1,468.0,10690.0,0.0,1920,1997,1964.0,216.0,TA,59.0,128.0,7,Detchd,0.0,6,70,7,No,Reg,RM,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,147000.0
6,1394.0,1394.0,0.0,1394.0,609.0,2,1,514.0,9500.0,247.0,1963,1963,1963.0,785.0,Gd,97.46794344808964,76.0,5,Attchd,0.0,6,20,7,No,IR1,RL,3,BrkFace,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,159000.0
6,1431.0,1099.0,0.0,1431.0,371.0,1,1,296.0,9150.0,305.0,1962,1962,1962.0,728.0,Gd,101.0,110.0,5,Basment,64.0,6,80,12,Gd,IR1,RL,3,BrkFace,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,165000.0
5,1268.0,1268.0,0.0,1268.0,540.0,1,1,244.0,7800.0,200.0,1954,1954,1954.0,728.0,TA,78.0,98.0,6,Attchd,0.0,7,20,3,No,Reg,RL,2,BrkFace,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,132000.0
5,1287.0,1063.0,0.0,1287.0,72.0,2,1,576.0,9830.0,0.0,1959,2006,1997.0,733.0,TA,99.14635646356348,17.0,7,Detchd,364.0,7,20,3,No,IR1,RL,3,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,162000.0
6,1664.0,953.0,711.0,953.0,0.0,2,2,460.0,8121.0,0.0,2000,2000,2000.0,953.0,None,90.11659114724657,40.0,5,Attchd,100.0,7,60,1,None,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,172400.0
4,1588.0,0.0,468.0,1120.0,0.0,2,2,680.0,17120.0,0.0,1959,1959,1991.0,0.0,None,80.0,59.0,4,Detchd,0.0,7,50,7,None,Reg,RL,4,None,TA,0,Gd,TA,Feedr,1Fam,Normal,Pave,N,WD,134432.0
6,752.0,744.0,0.0,752.0,623.0,1,1,264.0,7175.0,0.0,1984,1984,1984.0,0.0,Gd,50.0,0.0,5,Attchd,353.0,4,120,2,No,Reg,RL,2,None,TA,0,None,TA,Norm,TwnhsE,Normal,Pave,Y,WD,125000.0
5,1319.0,608.0,0.0,1319.0,428.0,1,1,270.0,10634.0,0.0,1953,1953,1953.0,0.0,TA,79.0,0.0,6,Attchd,66.0,5,20,11,No,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,123000.0
7,1928.0,847.0,1081.0,847.0,0.0,2,2,434.0,8200.0,0.0,2003,2004,2003.0,847.0,None,65.0,48.0,5,BuiltIn,100.0,8,60,7,None,Reg,RL,4,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,219500.0
5,914.0,870.0,0.0,914.0,298.0,2,1,576.0,8846.0,0.0,1996,1996,1998.0,572.0,Gd,57.0,0.0,5,Detchd,0.0,5,85,7,Av,IR1,RL,2,None,Gd,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,148000.0
8,2466.0,1580.0,886.0,1580.0,0.0,2,3,610.0,11143.0,0.0,2004,2005,2004.0,1580.0,None,102.0,214.0,5,Attchd,159.0,8,60,12,None,IR1,FV,4,None,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,340000.0
9,1856.0,1856.0,0.0,1856.0,1445.0,3,1,834.0,11394.0,350.0,2010,2010,2010.0,411.0,Ex,88.0,0.0,2,Attchd,113.0,8,20,6,Av,Reg,RL,1,Stone,Gd,1,Ex,Ex,Norm,1Fam,Partial,Pave,Y,New,394432.0
6,1800.0,982.0,793.0,1007.0,0.0,2,2,463.0,8123.0,16.0,2000,2000,2000.0,982.0,None,60.0,63.0,5,Attchd,100.0,7,60,6,None,IR1,RL,3,BrkFace,TA,1,TA,TA,RRAn,1Fam,Normal,Pave,Y,WD,179000.0
5,1691.0,1026.0,665.0,1026.0,218.0,1,2,308.0,5000.0,0.0,1924,1950,1924.0,808.0,TA,50.0,0.0,6,Detchd,0.0,6,50,5,No,Reg,RL,3,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,127000.0
7,1301.0,1293.0,0.0,1301.0,0.0,2,2,572.0,7200.0,0.0,2006,2006,2006.0,1293.0,None,60.0,121.0,5,Attchd,216.0,5,20,8,None,Reg,FV,2,None,Gd,0,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,187750.0
7,1797.0,939.0,858.0,939.0,0.0,2,2,639.0,9245.0,0.0,2006,2006,2006.0,939.0,None,79.0,53.0,5,Attchd,144.0,8,60,4,None,IR1,RL,3,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,213500.0
6,784.0,784.0,0.0,784.0,0.0,2,1,360.0,9000.0,0.0,1928,1950,1950.0,784.0,None,60.0,0.0,3,Detchd,0.0,5,45,10,None,Reg,RH,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,76000.0
6,1953.0,1580.0,874.0,1079.0,985.0,2,2,501.0,53107.0,0.0,1992,1992,1992.0,595.0,Gd,230.4495606418029,231.0,5,Attchd,216.0,9,60,6,Av,IR2,RL,3,None,Gd,1,Fa,Gd,Feedr,1Fam,Normal,Pave,Y,WD,240000.0
8,1269.0,1256.0,0.0,1269.0,24.0,2,2,430.0,3182.0,16.0,2004,2005,2004.0,1232.0,Gd,43.0,20.0,5,Attchd,146.0,6,120,4,No,Reg,RL,2,BrkFace,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,192000.0
6,1125.0,1041.0,0.0,1125.0,631.0,1,1,352.0,7200.0,255.0,1976,1976,1977.0,410.0,TA,72.0,0.0,6,Detchd,296.0,6,80,10,Av,Reg,RL,3,BrkFace,TA,0,Fa,TA,Norm,1Fam,Abnorml,Pave,Y,WD,125000.0
7,1479.0,1468.0,0.0,1479.0,0.0,2,2,577.0,9382.0,125.0,1999,2000,1999.0,1468.0,None,93.0,25.0,5,Attchd,120.0,6,20,7,None,IR1,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,191000.0
10,2332.0,1682.0,590.0,1742.0,1280.0,3,2,846.0,12474.0,272.0,2007,2008,2008.0,402.0,Ex,96.0,134.0,5,BuiltIn,196.0,9,60,8,Av,Reg,RL,3,Stone,Ex,1,Ex,Ex,Norm,1Fam,Partial,Pave,Y,New,426000.0
5,1367.0,861.0,406.0,961.0,241.0,1,1,384.0,8405.0,0.0,1900,1950,1978.0,229.0,TA,50.0,130.0,8,Detchd,0.0,7,50,4,No,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,119000.0
6,1961.0,804.0,1157.0,804.0,690.0,2,2,560.0,12209.0,0.0,2001,2002,2001.0,114.0,Ex,71.0,192.0,5,BuiltIn,125.0,7,60,6,No,IR1,RL,3,None,TA,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,215000.0
5,882.0,0.0,0.0,882.0,0.0,1,1,294.0,8339.0,0.0,1959,1959,1959.0,0.0,None,91.31812525451888,0.0,7,Attchd,0.0,5,20,7,None,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,106500.0
5,1034.0,735.0,299.0,735.0,0.0,1,1,240.0,10134.0,0.0,1940,1950,1940.0,735.0,None,60.0,39.0,6,Detchd,0.0,5,50,7,None,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,109000.0
5,1144.0,1144.0,0.0,1144.0,739.0,1,1,596.0,9571.0,0.0,1956,1956,1956.0,405.0,TA,68.0,0.0,6,Attchd,44.0,6,20,6,Av,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,129000.0
5,894.0,894.0,0.0,894.0,777.0,2,1,600.0,7200.0,0.0,1972,1972,1985.0,117.0,TA,60.0,0.0,5,Detchd,215.0,6,20,9,Av,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,123000.0
5,1812.0,864.0,936.0,876.0,540.0,1,2,264.0,7590.0,288.0,1962,1962,1962.0,324.0,TA,69.0,168.0,5,Attchd,0.0,8,60,7,No,Reg,RL,4,BrkFace,TA,0,TA,TA,PosN,1Fam,Normal,Pave,Y,WD,169500.0
5,1077.0,961.0,0.0,1077.0,0.0,1,1,338.0,8967.0,0.0,1920,1950,1920.0,961.0,None,60.0,0.0,2,Detchd,0.0,6,30,11,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,N,WD,67000.0
7,1550.0,1092.0,438.0,1112.0,812.0,2,2,438.0,8125.0,100.0,2006,2007,2007.0,280.0,Gd,65.0,168.0,5,Attchd,0.0,7,60,10,No,Reg,FV,2,Stone,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,241000.0
8,1288.0,1260.0,0.0,1288.0,786.0,2,1,500.0,14963.0,0.0,1996,1996,1996.0,474.0,Gd,38.0,30.0,5,Attchd,120.0,4,120,12,No,IR2,RL,1,None,Gd,1,Gd,Ex,Norm,TwnhsE,Normal,Pave,Y,WD,245500.0
7,1310.0,1310.0,0.0,1310.0,24.0,2,2,400.0,8767.0,0.0,2005,2005,2005.0,1286.0,Gd,65.0,0.0,5,Attchd,0.0,6,20,7,Av,IR1,RL,3,None,Gd,0,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,164990.0
5,672.0,672.0,0.0,672.0,0.0,1,1,240.0,10200.0,0.0,1940,1997,1940.0,672.0,None,60.0,0.0,8,Detchd,168.0,4,30,8,None,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,108000.0
8,2263.0,1141.0,1098.0,1165.0,0.0,2,2,420.0,12090.0,650.0,1998,1998,1998.0,1141.0,None,93.0,123.0,5,BuiltIn,144.0,10,60,7,None,Reg,RL,4,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Abnorml,Pave,Y,WD,258000.0
6,1572.0,806.0,766.0,806.0,0.0,2,2,373.0,10364.0,0.0,1995,1996,1995.0,806.0,None,101.80373274099529,40.0,5,BuiltIn,0.0,7,60,5,None,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,168000.0
4,1620.0,1281.0,0.0,1620.0,1116.0,2,2,490.0,9991.0,0.0,1976,1993,1993.0,165.0,TA,99.9549898704412,78.0,4,Attchd,120.0,8,20,6,No,IR1,RL,3,None,TA,0,TA,TA,Feedr,1Fam,Normal,Pave,Y,WD,150000.0
6,1639.0,1064.0,0.0,1166.0,0.0,1,1,240.0,10480.0,0.0,1936,1950,1936.0,1064.0,None,51.0,0.0,5,Detchd,0.0,6,50,3,None,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,115000.0
6,1680.0,840.0,840.0,840.0,0.0,1,2,308.0,15576.0,0.0,1915,1976,1960.0,840.0,None,63.0,0.0,7,Attchd,0.0,8,70,3,None,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,177000.0
7,2172.0,1063.0,1101.0,1071.0,0.0,3,2,947.0,14154.0,350.0,2006,2006,2006.0,1063.0,None,109.0,62.0,5,Attchd,192.0,9,60,8,None,Reg,RL,3,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,280000.0
8,2078.0,1034.0,1028.0,1050.0,789.0,3,2,836.0,10800.0,100.0,2007,2008,2008.0,245.0,Ex,85.0,102.0,5,Attchd,0.0,8,60,4,No,Reg,FV,3,Stone,Gd,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,339750.0
5,1276.0,1276.0,0.0,1276.0,0.0,1,1,350.0,9571.0,0.0,1958,1958,1958.0,1276.0,None,68.0,0.0,3,Attchd,0.0,5,20,6,None,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,COD,60000.0
5,1056.0,1056.0,0.0,1056.0,1056.0,2,1,572.0,34650.0,0.0,1955,1955,1955.0,0.0,TA,100.0,0.0,5,Attchd,264.0,5,190,1,Mn,Reg,RL,3,None,TA,0,None,TA,Norm,2fmCon,Normal,Pave,Y,WD,145000.0
7,1478.0,1470.0,0.0,1478.0,578.0,2,2,484.0,4403.0,432.0,2009,2009,2009.0,892.0,Ex,66.35510530471637,144.0,5,Attchd,0.0,7,20,6,Av,IR2,FV,2,Stone,Ex,1,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,222000.0
5,1028.0,1008.0,0.0,1028.0,0.0,2,1,360.0,8960.0,0.0,1927,1950,1927.0,1008.0,None,56.0,0.0,6,Detchd,0.0,5,30,3,None,Reg,RM,2,None,TA,0,Gd,TA,Artery,1Fam,Normal,Pave,Y,WD,115000.0
7,2097.0,1080.0,1017.0,1080.0,50.0,3,2,678.0,11228.0,0.0,1993,1993,1993.0,499.0,Gd,59.0,187.0,5,Attchd,196.0,9,60,12,No,IR2,RL,3,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,228000.0
7,1340.0,1340.0,0.0,1340.0,24.0,2,2,396.0,8899.0,0.0,2007,2007,2007.0,1316.0,Gd,73.0,30.0,5,Attchd,100.0,6,20,8,Av,IR1,RL,3,None,Gd,0,None,Gd,Norm,1Fam,Partial,Pave,Y,New,181134.0
6,1400.0,672.0,728.0,672.0,209.0,2,1,440.0,7844.0,203.0,1978,1978,1978.0,463.0,TA,74.0,0.0,7,Attchd,0.0,6,60,3,No,Reg,RL,3,BrkFace,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,149500.0
6,2624.0,1370.0,1254.0,1370.0,1128.0,3,2,864.0,22420.0,0.0,1918,1950,1918.0,242.0,Gd,86.0,0.0,6,Detchd,0.0,10,70,11,No,IR1,RL,4,None,TA,1,Gd,TA,Feedr,1Fam,Normal,Pave,N,WD,239000.0
5,1134.0,756.0,378.0,756.0,312.0,1,1,240.0,8160.0,0.0,1940,1950,1940.0,444.0,TA,60.0,0.0,6,Detchd,0.0,7,50,4,No,Reg,RL,3,None,TA,1,None,TA,Norm,1Fam,AdjLand,Pave,P,WD,126000.0
5,1056.0,1056.0,0.0,1056.0,775.0,1,1,304.0,8450.0,0.0,1968,1968,1968.0,281.0,TA,65.0,85.0,6,Attchd,0.0,6,20,7,No,Reg,RL,3,None,TA,0,Fa,TA,Norm,1Fam,Normal,Pave,Y,WD,142000.0
7,1344.0,1344.0,0.0,1344.0,1309.0,4,2,784.0,7060.0,200.0,1997,1998,1997.0,35.0,Gd,78.0,0.0,5,Attchd,0.0,8,90,11,Gd,Reg,RM,2,BrkFace,TA,0,None,TA,Norm,Duplex,Alloca,Pave,Y,WD,206300.0
6,1602.0,1602.0,0.0,1602.0,1246.0,2,2,529.0,16635.0,126.0,1977,2000,1977.0,356.0,Gd,128.97674208941703,0.0,7,Attchd,240.0,8,20,6,No,IR1,RL,3,Stone,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,215000.0
5,988.0,988.0,0.0,988.0,0.0,2,1,520.0,21750.0,0.0,1954,1954,1954.0,988.0,None,100.0,0.0,5,Attchd,0.0,4,20,2,None,Reg,RL,2,None,TA,0,None,TA,Artery,1Fam,Normal,Pave,N,WD,113000.0
8,2630.0,1470.0,1160.0,1470.0,986.0,3,2,696.0,9200.0,473.0,1998,1998,1998.0,484.0,Gd,80.0,66.0,5,Attchd,0.0,8,60,6,No,Reg,RL,4,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,315000.0
6,1196.0,1196.0,0.0,1196.0,616.0,1,1,297.0,9000.0,74.0,1956,1956,1956.0,580.0,Gd,72.0,44.0,5,Attchd,0.0,6,20,5,No,Reg,RL,2,BrkFace,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,139000.0
7,1389.0,651.0,682.0,707.0,0.0,1,1,240.0,3378.0,0.0,1946,1992,1947.0,651.0,None,60.0,0.0,8,Detchd,0.0,6,60,9,None,Reg,RM,3,None,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,P,WD,135000.0
7,1644.0,1518.0,0.0,1644.0,1518.0,2,2,569.0,12800.0,145.0,1989,1989,1989.0,0.0,Gd,113.1370849898476,0.0,5,Attchd,80.0,5,80,8,Gd,Reg,RL,2,BrkFace,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,275000.0
4,907.0,907.0,0.0,907.0,288.0,1,1,352.0,8593.0,0.0,1957,1957,1964.0,619.0,TA,77.0,0.0,6,Detchd,0.0,5,20,7,No,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,109008.0
7,1208.0,1208.0,0.0,1208.0,664.0,2,2,628.0,6762.0,108.0,2007,2007,2007.0,544.0,Gd,64.0,54.0,5,Attchd,105.0,6,20,9,No,Reg,RL,2,BrkFace,Gd,0,None,Gd,Norm,1Fam,Partial,Pave,Y,New,195400.0
6,1412.0,1392.0,0.0,1412.0,1005.0,2,2,576.0,11457.0,0.0,1988,1988,1988.0,387.0,Gd,130.0,0.0,5,Attchd,0.0,6,20,3,Mn,IR1,RL,3,None,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,175000.0
6,987.0,483.0,504.0,483.0,387.0,1,1,264.0,1680.0,232.0,1971,1971,1971.0,96.0,TA,21.0,0.0,5,Detchd,0.0,4,160,7,No,Reg,RM,2,BrkFace,TA,1,None,TA,Norm,Twnhs,Abnorml,Pave,Y,COD,85400.0
5,1365.0,765.0,600.0,765.0,471.0,2,1,440.0,1920.0,376.0,1971,1971,1971.0,294.0,TA,24.0,36.0,5,Detchd,240.0,6,160,8,No,Reg,RM,2,BrkFace,TA,1,None,TA,Norm,TwnhsE,Normal,Pave,Y,WD,122500.0
6,1604.0,926.0,678.0,926.0,0.0,2,2,470.0,10839.0,0.0,1997,1998,1997.0,926.0,None,100.0,36.0,5,Attchd,0.0,7,60,7,None,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,181000.0
7,1661.0,799.0,834.0,827.0,385.0,2,2,550.0,10667.0,0.0,1996,1996,1996.0,70.0,Gd,43.0,61.0,6,Attchd,158.0,6,60,4,Av,IR2,RL,3,None,Gd,1,TA,Gd,PosN,1Fam,Normal,Pave,Y,ConLw,212000.0
6,1118.0,648.0,384.0,734.0,0.0,2,1,440.0,4400.0,0.0,1920,1950,1990.0,648.0,None,40.0,0.0,8,Detchd,0.0,6,50,10,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,116000.0
6,904.0,884.0,0.0,904.0,0.0,1,1,180.0,6000.0,0.0,1926,2004,1926.0,884.0,None,50.0,0.0,7,Detchd,0.0,4,45,1,None,Reg,RM,2,None,Gd,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,119000.0
5,694.0,440.0,0.0,694.0,365.0,1,1,352.0,4280.0,0.0,1913,2002,1990.0,75.0,TA,40.0,0.0,6,Detchd,0.0,4,30,3,No,Reg,RL,2,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,P,WD,90350.0
6,1196.0,684.0,512.0,684.0,0.0,2,1,528.0,12354.0,0.0,1920,2000,2005.0,684.0,None,67.0,46.0,8,Detchd,0.0,7,50,8,None,Reg,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,ConLI,110000.0
10,2402.0,3094.0,0.0,2402.0,1767.0,3,2,672.0,15431.0,200.0,2008,2008,2008.0,788.0,Ex,105.0,72.0,5,Attchd,0.0,10,20,4,Gd,Reg,RL,2,Stone,Ex,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,555000.0
5,1573.0,1078.0,445.0,1128.0,0.0,2,2,360.0,6240.0,0.0,1930,1992,1930.0,1078.0,None,52.0,0.0,7,Detchd,0.0,8,50,6,None,Reg,RM,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,P,WD,162900.0
7,1258.0,1258.0,0.0,1258.0,0.0,3,2,648.0,3922.0,72.0,2006,2007,2007.0,1258.0,None,53.0,16.0,5,Attchd,144.0,6,120,6,None,Reg,RL,2,BrkFace,Gd,0,Gd,Gd,Norm,TwnhsE,Partial,Pave,Y,New,172500.0
7,1908.0,915.0,975.0,933.0,642.0,2,2,493.0,8750.0,0.0,1994,1995,1994.0,273.0,Gd,70.0,133.0,5,Attchd,144.0,8,60,7,No,Reg,RL,4,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,210000.0
6,1689.0,1436.0,0.0,1689.0,0.0,2,1,480.0,9855.0,0.0,1956,1956,1956.0,1436.0,None,73.0,0.0,5,Attchd,0.0,7,20,11,None,Reg,RL,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,COD,127500.0
6,1888.0,1517.0,0.0,1888.0,247.0,2,2,578.0,16492.0,0.0,1966,2002,1966.0,557.0,TA,137.0,0.0,6,Attchd,0.0,6,20,6,No,IR1,RL,2,None,Gd,1,Gd,Gd,PosA,1Fam,Normal,Pave,Y,WD,190000.0
7,1886.0,930.0,930.0,956.0,0.0,2,2,431.0,11214.0,0.0,1998,1999,1998.0,930.0,None,105.89617556833672,0.0,5,Attchd,89.0,10,60,7,None,IR1,RL,4,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,199900.0
6,1376.0,780.0,596.0,780.0,0.0,1,2,198.0,8600.0,0.0,1937,1950,1937.0,780.0,None,50.0,0.0,6,Detchd,0.0,7,50,6,None,Reg,RM,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,N,WD,119500.0
3,1183.0,649.0,504.0,679.0,331.0,1,1,308.0,6000.0,0.0,1948,2002,1981.0,318.0,TA,50.0,176.0,7,Detchd,0.0,6,50,6,No,Reg,RM,2,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,120000.0
6,813.0,813.0,0.0,813.0,0.0,1,1,270.0,5684.0,0.0,1930,2005,1932.0,813.0,None,70.0,113.0,8,Detchd,0.0,5,30,6,None,Reg,RM,2,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,N,WD,110000.0
7,1533.0,1533.0,0.0,1533.0,655.0,2,2,576.0,70761.0,0.0,1975,1975,1975.0,878.0,Gd,62.0,54.0,5,Attchd,200.0,5,20,12,Gd,IR1,RL,2,None,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,280000.0
6,1756.0,872.0,868.0,888.0,742.0,2,2,422.0,9303.0,42.0,1996,1997,1996.0,130.0,Ex,96.45206063117573,122.0,5,Attchd,144.0,7,60,7,No,IR1,RL,3,BrkFace,Gd,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,204000.0
8,1590.0,768.0,804.0,786.0,0.0,2,2,676.0,9000.0,0.0,2008,2008,2008.0,768.0,None,75.0,30.0,5,Attchd,0.0,6,60,6,None,Reg,FV,3,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,210000.0
5,1728.0,1728.0,0.0,1728.0,1606.0,2,2,560.0,9297.0,0.0,1976,1976,1976.0,122.0,TA,63.0,0.0,5,Detchd,0.0,8,90,7,No,Reg,RL,4,None,TA,0,None,TA,Norm,Duplex,Family,Pave,Y,WD,188000.0
7,1242.0,1242.0,0.0,1242.0,916.0,2,1,528.0,9600.0,320.0,1973,1973,1973.0,326.0,TA,80.0,0.0,6,Attchd,0.0,6,20,9,No,Reg,RL,3,BrkFace,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,175500.0
5,1344.0,624.0,720.0,624.0,0.0,3,1,513.0,4571.0,0.0,1916,1950,1916.0,624.0,None,34.0,0.0,5,Detchd,0.0,7,70,5,None,Reg,RM,4,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,COD,98000.0
4,1663.0,1364.0,0.0,1663.0,1116.0,2,1,529.0,53227.0,0.0,1954,1994,1954.0,248.0,Gd,59.9111111111111,137.0,6,Attchd,224.0,6,20,3,Gd,IR1,RL,2,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,256000.0
8,1666.0,588.0,833.0,833.0,0.0,1,1,228.0,5100.0,0.0,1925,1996,1925.0,588.0,None,71.4142842854285,63.0,7,Detchd,192.0,7,70,6,None,Reg,RM,3,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,161000.0
5,1203.0,709.0,224.0,979.0,185.0,1,1,352.0,7015.0,161.0,1950,1950,1950.0,524.0,TA,83.75559682791355,0.0,4,Detchd,0.0,5,50,7,No,IR1,RL,3,BrkCmn,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,110000.0
8,1935.0,832.0,1103.0,832.0,544.0,2,2,552.0,8004.0,110.0,2009,2009,2009.0,288.0,Gd,75.0,150.0,5,BuiltIn,0.0,8,60,12,No,IR1,FV,3,Stone,Gd,1,None,TA,RRAn,1Fam,Partial,Pave,Y,New,263435.0
7,1135.0,560.0,560.0,575.0,350.0,2,1,576.0,7200.0,0.0,1936,2007,1971.0,0.0,Gd,60.0,0.0,9,Detchd,256.0,6,70,4,No,Reg,RL,3,None,Gd,0,None,Gd,Feedr,1Fam,Normal,Pave,Y,WD,155000.0
5,864.0,864.0,0.0,864.0,553.0,1,1,360.0,8281.0,0.0,1965,1965,1965.0,0.0,TA,60.0,0.0,5,Detchd,0.0,5,20,12,No,IR1,RL,3,None,TA,0,Po,TA,Norm,1Fam,Normal,Pave,Y,WD,62383.0
6,1660.0,715.0,811.0,849.0,326.0,1,1,240.0,11988.0,0.0,1934,1995,1939.0,389.0,TA,74.0,0.0,7,Detchd,0.0,6,70,8,No,IR1,RL,3,None,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,188700.0
7,1414.0,1375.0,0.0,1414.0,0.0,2,2,398.0,3072.0,18.0,2004,2004,2004.0,1375.0,None,55.42562584220408,20.0,5,Attchd,144.0,6,120,5,None,Reg,RM,2,BrkFace,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,178740.0
7,1277.0,1277.0,0.0,1277.0,778.0,2,1,526.0,10628.0,0.0,1970,1970,1970.0,499.0,TA,85.0,0.0,5,Attchd,0.0,5,20,4,Gd,Reg,RL,2,None,TA,0,Po,TA,Norm,1Fam,Normal,Pave,Y,WD,167000.0
